data_arc_in_days,observations_used,orbit_uncertainty,minimum_orbit_intersection,eccentricity,perihelion_distance,perihelion_time,absolute_magnitude,relative_velocity,hazardous,estimated_diameter
25870.0,1950,0,0.198946,0.2700755780517962,0.7747408271074903,2461129.378442685,17.58,14.9545366425,False,1.3108186653
8057.0,1300,0,0.0281502,0.2527917044027415,1.013158230178452,2461221.062987648,20.28,14.0839238282,True,0.37804423254999997
13190.0,878,0,0.187674,0.331456649196493,0.9856839256472442,2461107.8522687447,18.31,13.9942902713,False,0.9365751205
15319.0,1758,0,0.151304,0.4262274980977965,0.6630118362991979,2461089.3174270834,17.92,16.5000531305,False,1.12083740735
12426.0,2175,0,0.037698,0.2800120764199426,0.8888155007349101,2461127.786028793,17.78,17.7051927601,True,1.1954808312
11353.0,937,0,0.00148527,0.4922047897094073,0.8607730561025708,2461144.213358692,18.86,11.7702764237,True,0.7270137368
14005.0,881,0,0.245531,0.2595509788827127,1.257546764596311,2461205.5210500946,18.17,4.446445014,False,0.9989473908000001
15661.0,1888,0,0.0831159,0.219242382184359,0.8058552389128711,2460850.7641258696,18.71,1.9999475991,False,0.77900925415
13377.0,2347,0,0.120413,0.2756219419483056,1.05907152832846,2460981.927834138,18.52,3.7726399191,False,0.85024212245
12490.0,1305,0,0.154547,0.5946878923439641,0.2952184473854004,2460902.212296095,17.93,22.4893102901,False,1.11568762725
6599.0,7370,0,0.000360605,0.1911663355386932,0.7460522521429133,2461042.918242006,19.09,14.1571758266,True,0.653947098
15931.0,660,0,0.0248452,0.6186868077574561,1.01097448080251,2461483.7418780504,17.89,11.0779822362,True,1.13642980885
7238.0,204,0,0.00159447,0.6107336738732289,0.632246798641622,2461245.849276384,19.48,12.698975863,True,0.54644016885
7693.0,554,0,0.0032228,0.2037450762416414,0.8968944004459729,2455439.1419408727,20.21,6.4861433212,True,0.39042949304999996
16157.0,360,0,0.142113,0.467639220246359,1.135613028550388,2461506.736728112,17.63,6.1233868561,False,1.28098078965
12897.0,1083,0,0.158581,0.271046363396833,1.168883118256714,2460939.7658577687,17.94,8.7429847974,False,1.1105615082
8132.0,836,0,0.193662,0.360404501196292,0.7900559488304807,2460957.956311477,17.9,19.2541697685,False,1.13120838815
16947.0,300,0,0.136946,0.3942423962456196,1.130084804316777,2461127.525397381,19.28,7.4340652624,False,0.5991597306
12284.0,474,0,0.273849,0.0679654801528265,1.250479994523958,2460752.478647193,19.88,4.9778334256,False,0.4545091355
13277.0,739,0,0.0168723,0.4174001078413421,0.9540854720263912,2461145.8004428865,17.97,7.9224150739,True,1.09532403305
9304.0,253,0,0.0885738,0.4514344030962771,1.008530435799972,2461290.321441515,20.56,14.8689349125,False,0.33230939275
10315.0,429,0,0.379065,0.180299173238517,1.298860984896801,2461178.5019675028,18.61,9.4880943305,False,0.8157228292500001
9882.0,724,0,0.18637,0.4654022721832809,0.6131863220047438,2461108.417044157,18.35,17.6757700656,False,0.9194806980500001
10451.0,421,0,0.0366589,0.4781466221430912,0.9117023309721296,2460645.6539514754,18.11,9.9480568539,True,1.0269341987
7982.0,637,0,0.112277,0.3463388478204629,0.612807661359977,2461084.0137935462,18.98,17.4892991202,False,0.6879274146000001
13196.0,569,0,0.130298,0.3057994344463318,1.031153087049409,2460795.2004191326,18.85,8.9539084201,False,0.73036947975
9868.0,760,0,0.0196553,0.5782683589378638,0.6290157367903417,2460887.6703884597,17.7,17.8169023104,True,1.2403453329
9169.0,885,0,0.0841161,0.6367117362631838,0.6348129412695265,2460862.450401026,17.39,15.0336201044,False,1.4306803651
7882.0,1021,0,0.0550315,0.5954841861263166,0.934013270500428,2461380.3182073995,17.85,26.4026876962,False,1.15755761645
8942.0,727,0,0.244303,0.1950692302950159,1.106022977275542,2461223.41601552,18.84,11.0216821486,False,0.7337407120999999
